tic,toi,label,period_days,power
119584412,TOI 1801.01,S22,14.964660776796132,0.0215716604372995
119584412,TOI 1801.01,S22,14.973387791513186,0.021566718439071684
119584412,TOI 1801.01,S22,14.966793358671735,0.021556642363919763
