epoch,Tmid_btjd,sigma_days,snr,depth_est,dur_hr,OC_min
-16,1443.6161651639045,0.00856112194852148,3.650222504469397,0.0008368494357515743,1.5,-265.9036175360234
-15,1480.4812852212128,0.005748943874272571,3.6238540137025477,0.0010604498526248785,1.0,19.905638592936157
-13,1553.8031879053842,0.019777627073241086,3.1601364394498983,0.0005774326772308713,3.0,3.518251009991218
-12,1590.7058058021812,0.01083528486427572,3.84546111972035,0.0007932345207752878,2.0,343.3243960026084
-10,1663.7652109345747,0.02066914933356463,3.023830298545778,0.0005831043252191304,3.0,-51.05946614046843
1,2067.244018896969,0.013105680806600949,3.1792828836240528,0.0007116657863259768,2.0,158.82410936319502
3,2140.588839927272,0.008183503322805314,3.8186579472527744,0.0009229728266579862,1.5,175.43914020963712
6,2250.584196472727,0.01924303113272472,2.7066075492005184,0.0005069304194353919,2.5,168.86168647943123
7,2287.109731987878,0.003010289417439052,6.920707760736477,0.00198214181596712,1.0,-34.33079809721676
