TIC_ID_norm,toi,Tmag,Teff_K,Rstar_Rsun,P_d,P_err_d,T0_btjd,T0_err_d,drift_1yr_hr,drift_2yr_hr,needs_update
16884216,2023.01,8.5049,4958.0,0.695992,11.1900486,0.0049587,2458964.128568,0.003645,3.8855046041412966,7.76953189478059,True
304142124,1793.01,7.8436,5167.22,0.867451,55.087,0.02,2460017.429225,0.000887,3.1826732613207085,6.365239729693704,True
387834907,1405.01,8.4239,,,12.64001,0.00298,2458739.88011,0.00199,2.067217872088572,4.133608093413018,True
441462736,197.01,7.3566,5083.0,2.90324,14.278122,0.0033388,2458357.014054,0.002205,2.0505268594836954,4.100029271438957,True
