tic,sector,P_days,T0_btjd,dur_h,N_in,N_out,x_star,y_star,x_diff,y_diff,dx_pix,dy_pix,r_pix,pix_scale_arcsec,r_arcsec,panel_png
119584412,22,16.02749976,1908.046283,6.53,392,15319,4.515878471144304,4.6814030213873,4.6497411607361565,4.04993361715263,0.13386268959185266,-0.6314694042346707,0.6455019970141491,21.145911337994633,13.649727997359674,figures/TIC119584412_FigureB_S22.png
119584412,49,16.02749976,1908.046283,6.53,392,12488,4.427220826630679,4.720607436294501,4.8527067471662635,4.665704123592415,0.42548592053558476,-0.05490331270208593,0.42901356892256565,20.99568103097211,9.007432051057158,figures/TIC119584412_FigureB_S49.png
