tic,name,sector,P_days,T0_btjd,dur_h,N_in,N_out,x_star,y_star,x_diff,y_diff,dx_pix,dy_pix,r_pix,pix_scale_arcsec,r_arcsec
311183180,TOI 550.02,5,9.34849077,2149.633454,2.8,251,16783,5.898436325959916,5.606318637062357,5.905937211340214,4.434712482312805,0.00750088538029825,-1.1716061547495515,1.1716301656787942,19.997451190242888,23.429617051177875
311183180,TOI 550.02,31,9.34849077,2149.633454,2.8,252,15745,5.273162485315708,5.13969649087505,5.277618072313591,4.1603479873226465,0.004455586997883287,-0.9793485035524032,0.9793586389397029,19.966649851200444,19.554511022457287
