tic,toi,label,period_days,SDE,T0_BTJD
37749396,Target B,stitched,13.47572483744333,6.633950076915307,1392.3124715993526
37749396,Target B,stitched,15.832201675677444,3.7234435224969378,1398.907624580969
37749396,Target B,stitched,10.78088348967046,3.3341045091886223,1392.2617456700123
