target,sector,period_used_d,t0_used_btjd,rms_pdcsap_flat_ppm,rms_sapcbv_flat_ppm,cdpp1h_pdcsap_ppm,cdpp1h_sapcbv_ppm
TOI 700,4,16.050763114554016,1340.1120872779716,1688.715327726966,1812.963083529253,330.2651676642149,444.13714147627076
