epoch,tmid_BTJD,tmid_err_d
-76,1439.1407307971722,0.016831685266747866
-75,1448.4929265312644,0.010542444518493808
0,2149.6365001294294,0.0011221517814067514
1,2158.971751831836,0.006865787860955067
2,2168.3281575071483,0.0010311333644922938
