tic,name,sector,P_days,T0_btjd,dur_h,N_in,N_out,x_star,y_star,x_diff,y_diff,dx_pix,dy_pix,r_pix,pix_scale_arcsec,r_arcsec
37749396,TOI 260.01,42,13.47582381,1392.306006,3.0,90,11293,5.096947518818931,5.912368573240842,5.160883573259507,6.919833121673742,0.0639360544405756,1.0074645484328997,1.009491275547508,20.041109533563578,20.23132522642442
37749396,TOI 260.01,70,13.47582381,1392.306006,3.0,1063,82549,4.455990038114467,4.6509446004366355,4.406393355254257,5.3188591318088,-0.04959668286021035,0.6679145313721646,0.6697534263957404,19.387908148728485,12.985117913256799
