tic,toi,yours_P_days,yours_T0_BTJD,yours_sigma_min_start,yours_sigma_min_mid,yours_sigma_min_end,catalog_source,catalog_P_days,catalog_T0_BTJD,catalog_sigma_min_start,catalog_sigma_min_mid,catalog_sigma_min_end
119584412,TOI 1801.01,16.02749976133826,1908.0462830394736,13.554816888755292,18.969353875719484,44.76059996128677,tls_top1,16.02718739070419,1908.0624412941902,nan,nan,nan
37749396,TOI 260.01,13.475823810255767,1392.3060059576471,62.881280712099084,18.134164513537094,46.30112520236779,tls_top1,13.47572483744333,1392.3119642479967,nan,nan,nan
311183180,TOI 550.02,9.348490772612324,2149.6334543370012,29.592713994669538,25.128994790141622,79.18833754426082,tls_top1,9.34844169328203,2149.6330674304177,nan,nan,nan
