tic,n_input_files,n_points,bls_best_period_days,bls_png,fold_png_p,fold_png_halfp,fold_png_doublep
2020212050318,2,151909,8.025933849080932,TIC2020212050318_quickscan_BLS_offline.png,TIC2020212050318_quickscan_fold_Pbest.png,TIC2020212050318_quickscan_fold_halfP.png,TIC2020212050318_quickscan_fold_doubleP.png
