tic,toi,label,period_days,SDE,T0_BTJD
119584412,TOI 1801.01,stitched,16.02718739070419,2.303200981077841,1908.0624412941902
119584412,TOI 1801.01,stitched,15.045999950977173,1.7313048445363797,1908.9393829090545
119584412,TOI 1801.01,stitched,15.804762575061273,1.7129715362381124,1908.1040003028586
