bls_best_period_d,bls_T0_btjd,bls_duration_hr,bls_depth_ppm,bls_power,tls_period_d,tls_T0_btjd,tls_SDE,tls_duration_hr,tls_depth_ppm,refined_period_d,refined_period_err_d,refined_T0_btjd,refined_T0_err_d,n_events_used
16.05134189031505,1340.0871616816696,1.0999999999999999,2220.5636427393165,0.044081159152659276,16.05148860249633,1340.0805633424125,12.544889490210783,0.9175757878485388,998342.2336169527,16.050763114554016,0.0003980857803505932,1340.1120872779716,0.02138291573442817,10
